company_name,scraped_data
Ripken Baseball,"MLB (Major League Baseball) Mission, Vision & ValuesMLB (Major League Baseball) Mission Statement The Major League Baseball Players Alumni Association (MLBPAA) was formed in 1982 in order to promote the game of baseball, raise money for charity, inspire and educate youth through positive sport images and protect the dignity of the game through former players. A non-profit organization, the MLBPAA establishes a place where a player's drive for excellence and achievement on the field can continue long after they take their last steps off the professional diamond.MLB (Major League Baseball) Vision Statement We believe that the traditions of baseball reflect values in society that are of the highest standards. Our association is dedicated to protecting the dignity of the game through former Major League players.
"
We achieve our beliefs by demonstrating through our leadership our commitment to preserving core human values, promoting passion for the game of baseball
Huntsville Hospital,null
Urban Alliance,"Urban Alliance Mission, Vision & Values Urban Alliance Mission & Values Urban Alliance empowers under-resourced youth to aspire, work and succeed through paid internships, formal training, and mentorship. Urban Alliance is the only year long employment program for under-resourced high school seniors in Washington, D.C., Baltimore, MD, and Chicago, IL. Our goal is to give youth access to professional growth and experiences. The program prepares students for a life of work and self-sufficiency through paid internships, formal training, and mentorship. Urban Alliance Interns are selected after a rigorous application process. During the school year, each Urban Alliance Intern works part time with a job partner in the public or private sector. On Fridays, they attend life skills and job readiness workshops."
Samsung Electronics America,null
Rady Children's Hospital-San Diego,"Rady Children's Hospital Foundation - San Diego Mission, Vision & Values Rady Children's Hospital Foundation - San Diego Mission & Values Rady Children's Hospital Foundation was founded in 1985 with the goal of consolidating, coordinating and enhancing the fundraising efforts of Rady Children's Hospital-San Diego. The Foundation is also responsible for increasing community awareness of Rady Children's through various media and for promoting the hospital's strategic priorities. Our mission is to be responsible for developing, accepting and recognizing philanthropy in support of Rady Children's Hospital-San Diego and its subsidiary corporations. Rady Children's is San Diego region's only designated pediatric trauma center and the only area hospital dedicated solely to pediatric care. Our goal is to help create a region where all children go to school healthy and ready to learn how to be productive, responsible citizens."
acac Fitness & Wellness Center,"Planet Fitness Mission, Vision & Values Planet Fitness Mission & Values Our Mission is to enhance people's lives by providing a high-quality fitness experience in a welcoming, non-intimidating environment, which we call the Judgement Free Zone®.Planet Fitness Vision Statement To provide a workout environment in which anyone   and everyone   can be comfortable.Planet Fitness Mission, Vision & Values"
US Army Reserve,null
Oklahoma State University,null
Sullivan University,null
City National Bank,"City National Bank Mission, Vision & Values City National Bank Mission Statement City National's mission is to provide the ultimate banking experience for successful entrepreneurs and professionals through an uncommon dedication to extraordinary service, proactive advice and total financial solutions.City National Bank ValuesWE CAN'T DO IT WITHOUT YOUCOLLEAGUES: ENCOURAGING DIVERSITY AND COPEOPLERELATIONSHIPSINTEGRITYDEDICATIONENTREPRENEURS & EXCELLENCE City National Bank Mission, Vision & Values"
Cue Health,"Cue Health Inc. Mission, Vision & Values Cue Health Inc. Mission & Values Our mission is to enable personalized, proactive and informed healthcare that empowers people to live their healthiest lives.Cue Health Inc. Vision Statement We are developing a connected diagnostic platform for use in the home and by healthcare professionals to enable fast and convenient access to health information through a range of simple, self-serve tests that deliver results to your mobile device in minutes.
"
Our innovative biosensor combined with our advanced mobile technology creates a synergy that will change the way people approach healthcare.Cue Health Inc. Mission," Vision & Values"""
Allen Tate Companies,null
Portland Community College,null
Bang Energy,null
Brookstone,"Brookstone Mission, Vision & Values Brookstone Mission & Values At Brookstone, we develop, source and sell the most creative, innovative and amazing products that make our customers’ lives easier, better and more fun. We live up to this mission through the wonderful service we deliver and the lifelong relationships we build with our customers, vendors and each other.Brookstone Mission, Vision & Values"
Epic,"Epic Games Mission, Vision & Values Epic Games Mission & Values Epic Games is in the business of creating fun games we want to play and building the art and tools we need to bring those games to life.Epic Games Mission, Vision & Values"
SMG,"SMG Mission, Vision & ValuesSMG Mission StatementSMG is the world leader in venue management, operation and marketing. Our mission is to deliver an exceptional guest experience across all our venues; from international stadiums, arenas and congress centres to intimate theatres and unique entertainment spaces.SMG Values It's in our name, and it's the first of our five core values—Service, Respect, Integrity, Excellence, Teamwork—so we knew we wanted to incorporate the idea into the 25-year celebration in a meaningful way.Jan 6, 2017SMG Mission, Vision & Values"
Verizon Media,"Verizon Media Mission, Vision & Values Verizon Media Mission Statement Dedicated to improving the lives of women, girls and underserved youth.Verizon Media Vision Statement Building. It's not just about brands for us. It's about building a better world, too. We put those words into action by investing in women, future leaders, and underserved communities around the globe Verizon Media Values Put consumers first We before me Raise the bar Speak the truth Create what's next Right not easy Call to action Commit to inclusion Verizon Media Mission, Vision & Values"
City of Berkeley,null
Amazon,"""Amazon Mission, Vision & Values Amazon Mission Statement""""Amazon is guided by four principles: customer obsession rather than competitor focus"
U.S. District Courts,null
"Equity Real Estate, LLC",null
Kaiser Permanente,"Kaiser Permanente Mission, Vision & Values Kaiser Permanente Mission & Values To help you thrive Kaiser Permanente Vision Statement We understand that you want the best care possible for yourself and your loved ones, and our mission is to provide this high-quality care. We continuously work to live up to your expectations, and we strive to improve our care.  Improved care by Kaiser Permanente translates into improved health for the members we serve, making high-quality care a goal we all want to achieve.  Our vision at Kaiser Permanente is to be a leader in total health by making lives better. Learn more about how we:  evaluate the quality of care you will receive as a Kaiser Permanente member take steps to ensure the safety of our members protect your privacy and prevent fraud make it easy for you to report quality and safety concerns Kaiser Permanente Mission, Vision & Values"
University of Wisconsin-Stevens Point,null
Pet Food Express,null
University of South Florida,null
Borgess Health,"Borgess Health Mission, Vision & Values Borgess Health Mission & Values Rooted in the loving ministry of Jesus as healer, we commit ourselves to serving all persons with special attention to those who are poor and vulnerable. Our Catholic health ministry is dedicated to spiritually centered, holistic care, which sustains and improves the health of individuals and communities. We are advocates for a compassionate and just society through our actions and our words.Borgess Health Mission, Vision & Values"
University of Nebraska-Lincoln,null
Oklahoma Christian University,null
The John F. Kennedy Center for the Performing Arts,"The John F. Kennedy Center for the Performing Arts Mission, Vision & Values The John F. Kennedy Center for the Performing Arts Mission & Values The John F. Kennedy Center for the Performing Arts, located on 17 acres overlooking the Potomac River in Washington, D.C., is America's living memorial to President Kennedy as well as the nation's cultural center, presenting more than 2,000 performances each year. The Center continues its efforts to fulfill President Kennedy's vision by producing and presenting an unmatched variety of theater and musicals, dance and ballet, orchestral, chamber, jazz, popular and folk music, and multi-media performances for all ages. Every year, the institution that bears President Kennedy's name brings his dream to fruition, touching the lives of millions of people through thousands of performances by the greatest artists from across America and around the world."
Paul Mitchell Schools,null
Oxy,null
Louisiana State University,null
Motel 6,"Motel 6 Mission, Vision & Values Motel 6 Mission & Values Motel 6 is supported by an experienced management team and a best-in-class operating platform, each committed to protect the brand’s core business strategy — Save more for what you travel for®. The consistent, unwavering commitment to this brand positioning has successfully established Motel 6 as an iconic American brand.Motel 6 Mission, Vision & Values"
Compuware,null
Alpha Phi International Fraternity,null
The George Washington University,"""The George Washington Foundation Mission, Vision & Values The George Washington Foundation Mission & Values The mission of The George Washington Foundation is to enhance the public understanding and appreciation of the lives, values, and legacies of George Washington, Fielding and Betty Washington Lewis, and their families. In 1922, an energetic and far-sighted group of people led by Mrs. Vivian Minor Fleming, rallied the resources to purchase Kenmore, the Fredericksburg house completed in 1775 by George Washington's sister Betty and her husband, Colonel Fielding Lewis. Launching the campaign to save Kenmore, then Vice President Calvin Coolidge said, """"""""It ought to be preserved for its own sake. It must be preserved for patriotic America."""""""""""
Decatur Memorial Hospital,null
Scripps College,null
MSI,"MSI Mission, Vision & ValuesMSI Vision Statement Via strategy making and system implement, the spirit of sustainability took root inside MSI and be implemented in our daily operations and governance. “Beautiful Life, Green Homeland” is our goal as well as our commitment to stakeholders. We hope to hand in hand with customers, shareholders, invertors, staffs, community and the public in realizing the better future.MSI Mission, Vision & Values"
Allan Hancock College,null
At Home Group Inc.,null
Micro Center,"Micro Center Mission, Vision & Values Micro Center Mission & ValuesMICRO CENTER is the nation’s leading computer and electronic device retailer! Our technology super store has an industry-leading 40,000+ selection of premier products and the most knowledgeable staff in the business. Founded in 1979 in Columbus, Ohio, we have grown steadily and profitably to a nationwide presence. Our brick-and-mortar stores attract a wide range of customers – from casual to tech-savvy – with highly trained associates who offer technical solutions in an immersive shopping environment. The recipient of many “Best of” and “Reader’s Choice” awards across the country, Micro Center has been ranked by one of the leading consumer advocacy magazines as a top walk-in store to purchase a PC based on selection, service and pricing!
"
OUR STORES:,null
There's nothing small about the way Micro Electronics sets up shop. The company sells computers and consumer electronics through more than 25 Micro Center stores in 16 states and an e-commerce site.Micro Center Mission," Vision & Values"""
MITRE,"MITRE Mission, Vision & ValuesMITRE Mission Statement One public interest company, working with industry and academia to advance and apply science, technology, systems engineering, and strategy, enabling government and the private sector to make better decisions and implement solutions to complex challenges of national and global significance.MITRE Values Commitment to the Public Interest People in Partnership Excellence that Counts Integrity Above all ElseMITRE Mission, Vision & Values"
St. Louis Community College,null
Phi Mu Fraternity,null
Emeritus,"Emeritus Mission, Vision & Values Emeritus Mission Statement We believe that great leaders make  the world a better place. Our purpose is  to make you a better leader.Emeritus Vision Statement We will achieve our vision by focusing on 3 key pillars of excellence. Best of Global Education, Technology Enabled Curriculum Innovation, Professional Development and Career Acceleration.Emeritus Values Passion Continuous Learning Honesty Collaboration Courage Accountability Emeritus Mission, Vision & Values"
New York University Tisch School of the Arts,null
Pharmavite,"Pharmavite Mission, Vision & Values Pharmavite Mission Statement We exist to bring the gift of health to life.Pharmavite Values Right Thing Care Deeply Do Something Discover Learn Apply Pharmavite Mission, Vision & Values"
Ringling College of Art and Design,null
Community Reach Center,null
AEG,"AEG Mission, Vision & ValuesAEG Mission Statement Creative expression is at the root of our success and locally as well as globally, we are committed to making a difference in the communities where we do business through our philanthropy, sustainability and diversity initiativesAEG Values Our People Our Partners Our Portfolio Our Fans Our CommunitiesAEG Mission, Vision & Values"
Natera,"Natera Mission, Vision & Values Natera Mission Statement The mission of the company is to change the management of
"
disease worldwide with a focus on reproductive health, cancer
Our Lady of the Lake University,null
Nucor Corporation,"NUCOR CORPORATION Mission, Vision & ValuesNUCOR CORPORATION Mission Statement Our challenge is to become the world’s safest steel company. We live each day with gratitude for the families, customers and partners that make our work possible.NUCOR CORPORATION Values Integrity/Trust Teamwork Open Communication Personal Responsibility Optimism Innovation Treat People the Right Way Can-Do Attitude Work Ethic Pride in What We DoNUCOR CORPORATION Mission, Vision & Values"
Mediacom Communications,"Mediacom Communications Mission, Vision & Values Mediacom Communications Mission & Values Our approach is simple: deliver faster internet speeds, build larger fiber networks and offer superior products and services at an affordable price. In doing so, we've built a loyal customer base that has helped make us the nation's 5th largest cable provider.Mediacom Communications Mission, Vision & Values"
Sacred Heart Health System,null
Spectra,"Spectra Mission, Vision & Values Spectra Mission & Values We create superior and sustainable value for our investors, customers, employees, and communities by providing natural gas gathering and processing, transmission, storage and distribution services.Spectra Vision Statement At Spectra, our vision is to #Make Life Better. This is not just a hashtag, it is our belief. This requires making bold and positive impact.  We are looking for like-minded talent that believes deeply in our vision and wants to dream big, aim higher, and keep climbing.Spectra Mission, Vision & Values"
XFL,null
Eyemart Express,"Eyemart Express Mission, Vision & Values Eyemart Express Mission & Values Our focus has always been to provide affordable, quality prescription eye glasses without compromise.Eyemart Express Vision Statement From unique styles and quality frames, millions have saved money while improving their vision, and the next 25 years promise to offer even more of what Eyemart Express does best.Eyemart Express Mission, Vision & Values"
Park University,null
Blue Cross Blue Shield of Michigan,"BLUE CROSS BLUE SHIELD OF MICHIGAN Mission, Vision & ValuesBLUE CROSS BLUE SHIELD OF MICHIGAN Mission & Values We commit to being our members’ trusted partner by providing affordable, innovative products that improve their care and health. 
"
Our Customer Commitment,null
We aspire to be clear and simple, to help you make the right choices
Our Commitment to our Social Mission,null
Increasing access to affordable health care,null
Enhancing the quality of care patients receive,null
Improving the health of Michigan’s citizens and communitiesBLUE CROSS BLUE SHIELD OF MICHIGAN Mission," Vision & Values"""
Forbes,"Forbes Mission, Vision & Values Forbes Mission & Values They are words used by everyone and they have a million different interpretations. I fly a lot. Every time I board a plane on Delta, a frustrated smile comes to my face when their CEO appears on the monitor and proclaims, “Our core values are honesty, integrity, respect, perseverance, and servant leadership.”Sep 12, 2017 Forbes Mission, Vision & Values"
Oshkosh Corporation,"Oshkosh Corporation Mission, Vision & Values Oshkosh Corporation Mission Statement Oshkosh Corporation partners with customers to deliver superior solutions that safely and efficiently move people and materials at  work, around the globe and around the clock.Oshkosh Corporation Vision Statementthe vision of The Oshkosh Way we have an obligation to lead the company to do what is right. We also have an obligation to raise questions and – if we see possible violations of our policies and principles – consult with the appropriate Human Resources or Compliance representative for further guidance.Oshkosh Corporation Values Honesty Integrity Accountability Respect Citizenship Oshkosh Corporation Mission, Vision & Values"
San Diego Mesa College,null
The Ohio State University Wexner Medical Center,null
Build-A-Bear Workshop,"Build-A-Bear Workshop Mission, Vision & Values Build-A-Bear Workshop Mission & Values At Build-A-Bear, our mission is simple: placing a heart in a furry friend that brings to mind warm thoughts of childhood, friendship, trust and love. From the beginning, our mission has remained the same: to add a little more to life. Our mission is a natural extension of the Build-A-Bear vision, which is to empower kids of all ages to express themselves in a safe, warm space through services, experiences and, of course, furry friends! Through our company's vision, our Guests rediscover — and celebrate — the heart of childhood. As the leading company offering a hands-on, Make-Your-Own furry friend retail experience, Build-A-Bear has grown a lot since our founding in 1997. We now have taken our mission global, with more than 160 million furry friends created worldwide — which means the sun truly never sets on Build-A-Bear!Build-A-Bear Workshop Mission, Vision & Values"
National Nuclear Security Administration (NNSA),"National Nuclear Security Administration (NNSA) Mission, Vision & Values National Nuclear Security Administration (NNSA) Mission & ValuesA look at the major missions of the National Nuclear Security Administration:
"
Maintaining the Stockpile ,null
NNSA ensures the United States maintains a safe, secure
Nonproliferation,null
NNSA works to prevent nuclear weapon proliferation and reduce the threat of nuclear and radiological terrorism around the world. The agency endeavors to prevent the development of nuclear weapons and the spread of materials or knowledge needed to create them.,null
Counterterrorism and Counterproliferation,null
NNSA plays a key role in preventing, countering
Powering the Nuclear Navy,null
NNSA provides militarily effective nuclear propulsion plants and ensures their safe, reliable and long-lived operation.National Nuclear Security Administration (NNSA) Mission
Scripps Research,"Scripps Health Mission, Vision & Values Scripps Health Mission Statement The Scripps mission is simple and heartfelt Scripps strives to provide superior health services in a caring environment and to make a positive, measurable difference in the health of individuals in the communities we serve.    We devote our resources to delivering quality, safe, cost effective, socially responsible health care services. We advance clinical research, community health education, education of physicians and health care professionals and sponsor graduate medical education.    We collaborate with others to deliver the continuum of care that improves the health of our community.Scripps Health Vision Statement Scripps Health will continue to be the leading health care delivery system in the greater San Diego community, as evidenced by the highest clinical quality, patient safety, and patient, physician and employee satisfaction. This will be achieved through unending focus on patient-centered and compassionate care, cost-effective operations, research, advanced technology and innovation.Scripps Health Values We provide the highest quality of service We demonstrate complete respect for the rights of every individual We care for our patients every day in a responsible and efficient manner Scripps Health Mission, Vision & Values"
K&L Gates,"Kroger Mission, Vision & Values Kroger Mission Statement We're on a mission to end hunger in the communities we call home and eliminate waste across our company by 2025.Kroger Vision Statement To be a leader in the distribution and merchandising of food, pharmacy, health and personal care items, seasonal merchandise, and related products and services.Kroger Values Honesty Integrity Respect for Others Diversity Safety Inclusion Kroger Mission, Vision & Values"
Univision,"Univision Mission, Vision & Values Univision Mission & Values Univision Communications Inc. is the leading multimedia company serving Hispanic America, with a mission to inform, empower and entertain our community. Univision is the leading destination for U.S. Hispanics by a significant margin, commanding more than half of the Spanish-language primetime Adult 18-49 audience and reaching an estimated 104 million average monthly unduplicated media consumers.Univision Mission, Vision & Values"
Blue Cross Blue Shield Association,"Blue Cross Blue Shield of Illinois, Montana, New Mexico, Oklahoma & Texas | HCSC Mission, Vision & Values Blue Cross Blue Shield of Illinois, Montana, New Mexico, Oklahoma & Texas | HCSC Mission & ValuesHCSC enjoys a proud history of performance, based on an unwavering commitment to our purpose—to do everything in our power to stand with our members in sickness and in health®—and the opportunities afforded our employees have to make it real.Blue Cross Blue Shield of Illinois, Montana, New Mexico, Oklahoma & Texas | HCSC Mission, Vision & Values"
Cato Corporation,"Cato Corporation  Mission, Vision & Values Cato Corporation  Mission & Values New fashions every week. Low prices every day. You can always count on Cato for exclusive, on-trend, high quality fashions priced to offer you an exceptional value.Cato Corporation  Mission, Vision & Values"
Blue Cross and Blue Shield of Kansas City,"Blue Cross and Blue Shield of Texas Mission, Vision & Values Blue Cross and Blue Shield of Texas Mission & Values Our mission is still focused on providing financially sound health care coverage to as many Texans as possible.Blue Cross and Blue Shield of Texas Mission, Vision & Values"
United Health Services,"United Health Services Mission, Vision & Values United Health Services Mission Statement Making sure you have everything you need to get better and stay healthy.  That's what UHS is all about. we strive to be a great place to work, a great place to practice medicine, and a great place to receive care.United Health Services Vision Statement All members of the UHS system work together toward a single goal:  to improve our community's health and meet its healthcare needs with state of the art hospitals and medical clinics United Health Services Values Health Healthcare needs Services United Health Services Mission, Vision & Values"
Phoenix House,null
Zuckerberg San Francisco General Hospital and Trauma Center,null
Southern Nazarene University,null
FIRST,"First Advantage Mission, Vision & Values First Advantage Mission Statement We endeavor to transform our customers’ process of identifying trustworthiness for employment, residential, and vendor decisions. We endeavor to achieve this by creating innovative, customer-centric solutions, and a quick and positive applicant experience. We endeavor to have the solutions be delivered globally, with excellence and high integrity, by engaged, collaborative,  and empowered professionals.First Advantage Vision Statement Deliver innovative solutions and insights that help our clients manage risk and hire the best talent.First Advantage Values Transparency & Intergrity Collaboration Results Focused Outside-In Accountable & Empowered Change Agents First Advantage Mission, Vision & Values"
Institute on Aging,null
"Alpha Chi Omega Fraternity, Inc.",null
Brazosport Independent School District,"Independent Contractor Mission, Vision & Values Independent Contractor Mission Statement To write for publication while cutting through the noise of chatty offices with low-rise cubicles.Independent Contractor Values Passion Excellence Independent Contractor Mission, Vision & Values"
Ro Health,"Ro Health, Inc. Mission, Vision & Values Ro Health, Inc. Mission Statement We believe in taking great care of our providers, so they can focus on delivering exceptional patient care Ro Health, Inc. Vision Statement We are continuously looking for new ways to improve and the best ways to do business and compete.Ro Health, Inc. Values Compassionate Adaptive Resilient Ethical Service oriented Ro Health, Inc. Mission, Vision & Values"
Dominican University of California,null
Newport Healthcare,"HCA Healthcare Mission, Vision & ValuesHCA Healthcare Mission & Values We are committed to delivering healthcare as it should be: patient-centered and for the good of all people, no matter their circumstance. To achieve this, we must be active; we must be kind. We must work with integrity, share our skills and never stop learning.HCA Healthcare Vision Statement In pursuit of our mission, we believe the following value statements are essential and timeless:
"
We recognize and affirm the unique and intrinsic worth of each individual.,null
We treat all those we serve with compassion and kindness.,null
We trust our colleagues as valuable members of our healthcare team and pledge to treat one another with loyalty, respect and dignity.
We act with absolute honesty, integrity and fairness in the way we conduct our business and the way we live our lives.HCA Healthcare Mission
National Audubon Society,null
PrimeSource Building Products,"Prime Source Building Products Mission, Vision & Values Prime Source Building Products Mission & Values Prime Source mission statement is to remain the most dependable source of quality products and offer outstanding services to our customers.Prime Source Building Products Mission, Vision & Values"
NRG Energy,"NRG Energy Mission, Vision & ValuesNRG Energy Mission Statement We bring the power of energy to people and organizations.NRG Energy Vision Statement We strive to be a regionally focused, multi-fuel, carbon-diversified scale generator with assets across the merit order, and around transmission in each of our core markets, with the capability to procure, transport and trade all of the commodities involved in our business.NRG Energy Values Safety and Well-Being Customer-Focus Collaboration Accountability Inclusion and DiversityNRG Energy Mission, Vision & Values"
St. Croix Hospice,null
My Home Group,null
Tufts University,null
University of Dayton,null
Loyola Marymount University,null
RadNet,"Rad Net Mission, Vision & Values Rad Net Mission & Values Rad Net is uniquely positioned to deliver quality, value, and access in the 21st-century medical landscape. Our approach aligns all stakeholders—patients, providers, payors, and regulators—to achieve
"
the best clinical outcomes.Rad Net Vision Statement We partner with health systems, medical groups
Banana Republic,"Banana Republic Mission, Vision & Values Banana Republic Mission & Values Banana Republic is a premium lifestyle retailer celebrating exploration and self-expression through timeless, versatile and exceptionally made womenswear, menswear, home designs, and more for those curious to live a life well lived. Founded in 1978 in San Francisco, Banana Republic connects with customers across online and company-operated and franchise retail locations globally.Banana Republic Mission, Vision & Values"
Peet's Coffee,"Peet's Coffee & Tea Mission, Vision & Values Peet's Coffee & Tea Mission Statement Our purpose is the pursuit of better coffee. Our mission is to help people fall in love with great coffee.Peet's Coffee & Tea Vision Statement The only thing we love more than coffee is our people. Collectively, we foster a culture that inspires us to unleash our unique, personal passions and expertise—enabling us to achieve our vision and mission.Peet's Coffee & Tea ValuesMASTERYPASSIONAUTHENTICITYCOMMUNITYOWNERSHIPGROWTH Peet's Coffee & Tea Mission, Vision & Values"
Pinnacle Financial Partners,null
Alight Solutions,"Lexis Nexis Risk Solutions Mission, Vision & Values Lexis Nexis Risk Solutions Mission Statement Lexis Nexis Risk Solutions is a portfolio of brands that span multiple industries providing customers with innovative technologies, information-based analytics and decision tools, and data services. Our brands provide market-specific solutions that help our customers solve problems, make better decisions, stay compliant, reduce risk and improve their operations.
"
Headquartered in Alpharetta, Georgia
Serving customers in more than 180 countries,null
We employ approximately 8,700 people
Lexis Nexis Risk Solutions is part of RELX, a global provider of information and analytics for
professional and business customers across industries.Lexis Nexis Risk Solutions Vision Statement We deliver enhanced value to our customers by leveraging the power of insight through data, advanced analytics
Help individuals get fair prices on insurance and promote safe driving habits,null
Prevent identity theft and protect society from fraud,null
Provide intelligence services for commodities markets,null
Offer comprehensive and award-winning HR solutions,null
Power the future of travel,null
Revolutionize the agriculture and animal health industries,null
Find and locate missing children Lexis Nexis Risk Solutions Values Innovative & Enterprising: We believe in creating a culture that inspires great thinking, because great thinking leads to real innovation.Collaborative & Community-focused: We are committed to collaboration
Poway Unified School District,null
Change Healthcare,"Change Healthcare Mission, Vision & Values Change Healthcare Mission Statement We are inspiring a better healthcare system. Working alongside our customers and partners, we leverage our broad portfolio of solutions to enable better patient care, choice, and outcomes at scale. As a key catalyst of a value-based healthcare system, we are accelerating the journey toward improved lives and healthier communities.Change Healthcare Vision Statement Inspiring a Better Healthcare System Change Healthcare Values Be Agile Include All Earn Trust Pursue Purpose Champion Innovation Change Healthcare Mission, Vision & Values"
Watertown Public Schools,null
Autism Spectrum Therapies (AST),null
Follett Higher Education,null
Continental Resources,null
Portsmouth Public Schools,null
Simpson Strong-Tie,null
San Francisco Recreation & Parks Department,null
"Rush Enterprises, Inc",null
The University of Texas at El Paso,null
Husch Blackwell,"Husch Blackwell Mission, Vision & Values Husch Blackwell Mission & Values At Husch Blackwell, we have built our law firm around one idea: to lead our clients from where they are to where they want to be.Husch Blackwell Mission, Vision & Values"
LAZ Parking,"LAZ parking Mission, Vision & ValuesLAZ parking Mission & Values Create opportunities for our employees and value for our clients.LAZ parking Mission, Vision & Values"
First Community Bank,"First Community Bank Mission, Vision & Values First Community Bank Mission & Values Our mission is to provide excellent relationship-based customer service, and we are genuinely interested in what's important to you and your success. You are much more than a number, so our employees focus—really focus—on finding you the right financial products. Together, we can help you build a better tomorrow.First Community Bank Mission, Vision & Values"
New York Daily News,null
iD Tech Camps,null
Virginia Tech,"Virginia Tech Mission, Vision & Values Virginia Tech Mission Statement The discovery and dissemination of new knowledge are central to its mission. Through its focus on teaching and learning, research and discovery, and outreach and engagement, the university creates, conveys, and applies knowledge to expand personal growth and opportunity, advance social and community development, foster economic competitiveness, and improve the quality of life.Virginia Tech Vision Statement Virginia tech is a high-performing reasearch university with a world-view that advances the land-grant values of discovery, learning, and outreach. we serve and engage the citizens of the commonwealth of virginia, the nation, and the world. we attract motivated, high-achieving students, staff, and faculty who excel in an academically energized, technologically creative, and culturally inclusive learning community. our bold spirit, climate of innovation and service, open boundaries of study and research, and entrepreneurial approach positively transform lives and communities.Virginia Tech Values Freedom of inquiry Mutual respect Lifelong learning Acommitment to diverse and inclusive communities Ut Prosim Personal and institutional integrityA culture of continuous improvement Virginia Tech Mission, Vision & Values"
New Balance,"New Balance Mission, Vision & Values New Balance Vision Statement The foundation s focus has been on preventing childhood obesity through the support of research and grassroots organizations that promote healthy eating habits and help children be more active in their everyday lives.  Doing well and doing good is part of the unchanging core and future vision of New Balance.New Balance Mission, Vision & Values"
North Carolina Department of Public Instruction,null
John Brown University,null
Aptive Environmental,null
Fleet Feet,"Mills Fleet Farm Mission, Vision & Values Mills Fleet Farm Mission Statement We are focused on providing quality products at a great value.Mills Fleet Farm Valueshonestyintegrityhard workserviceloyalty Mills Fleet Farm Mission, Vision & Values"
Dominican University,null
Success Academy Charter Schools,null
Barneys New York,"Barneys New York Mission, Vision & Values Barneys New York Mission & Values Barneys New York is committed to providing the best of everything: merchandise, customer service, and innovative people with creative ideas. We are always looking for qualified candidates to join our team.Barneys New York Mission, Vision & Values"
U.S. Bank,"U.S. Bank Mission, Vision & ValuesU.S. Bank Mission Statement We believe in putting people first, and our dedication to making ethical decisions and doing the right thing is at the heart of what we do. We're proud to be named by Ethisphere as a 2017 World's Most Ethical Company. 
"
We work to meet our customers’ business and personal banking needs with competitive products and services, convenient access to their accounts
Naval Surface Warfare Center Carderock Division (NSWCCD),null
CBS Television Distribution,null
IMG Academy,null
Landry's,"Landry's Mission, Vision & Values Landry's Mission & Values Our group’s renowned reputation is upheld by an unwavering commitment to customer service and satisfaction. This commitment is a promise made to each guest to ensure reasonable prices and courteous service in atmospheres that range from casual to upscale.Landry's Mission, Vision & Values"
Spectrum Business,"Spectrum Mission, Vision & Values Spectrum Mission Statement To integrate the highest quality service with clearly superior entertainment and communication products that consistently exceed the expectations of our growing customer base #Keeping Communities Connected Spectrum Vision Statement• Foster a collaborative environment where everyone is encouraged to work together and learn from each other—regardless of their title or team • Have our employees take pride in their fast-paced, dynamic work culture and encourage each other to reach their full potential • Continuously evaluate our roles as culture creators, and strive to deliver high-quality products and services by embracing the unique perspectives and experiences of our employees and partners.Spectrum Values Be an expert in your field Work with integrity and promote teamwork Earn the respect of your co-workers Earn the trust of our customers Pursue growth and learning Spectrum Mission, Vision & Values"
Delta Tau Delta International Fraternity,null
Olympic College,null
University of Louisville,null
Best Buddies International,null
Detroit Police Department,null
Personal Projects,"""Bisnar Chase Personal Injury Attorneys Mission, Vision & Values Bisnar Chase Personal Injury Attorneys Mission & Values""""""""To provide superior client representation in a compassionate and professional manner while making our world a safer place."""""""" This handcrafted mission statement is the Bisnar Chase guide to how we represent you. It sets the service standard you can expect from us. It explains what we do and why we do it.  """"""""provide superior client representation…"""""""" means providing you the highest quality of representation in our industry. It means being relentless on your behalf. It means being efficient in getting you the largest recovery your circumstances allow. """"""""in a compassionate and professional manner…"""""""" means being sensitive to your situation and understanding your needs. It means accomplishing your goals in accordance with the highest standards of our industry. It means representing you with dignity and class. """"""""while making our world a safer place..."""""""" means the work we do for you adds to the common good. What happened to you will be less likely to happen to someone else because you partnered with us to hold the wrongdoer accountable. By holding wrongdoers accountable"
Baldwin Wallace University,null
University of Central Arkansas,null
Non-Profit Organization,null
Warren for President,null
UC Health,"UC Irvine Health Mission, Vision & ValuesUC Irvine Health Mission Statement Partner, Develop, Engage.UC Irvine Health Vision Statement Driving culture to deliver excellence in patient care through people, partnerships and performance.UC Irvine Health Values Accountability Respect Integrity Innovation Service Excellence Acknowledge others Actively listenUC Irvine Health Mission, Vision & Values"
University of North Florida,null
"California State University, Monterey Bay",null
University of Wisconsin-Madison,null
sweetgreen,"Sweetgreen Mission, Vision & Values Sweetgreen Mission Statement Our mission is to inspire healthier communities by connecting people to real food. We know that sweetgreen is a critical link between growers and consumers, and we feel a responsibility to protect the future of real food.Sweetgreen Values Win win win Think sustainably Keep it real Add the sweet touch Make an impact Live the sweetlife Sweetgreen Mission, Vision & Values"
Tellabs,"Tellabs Mission, Vision & Values Tellabs Mission & Values Tellabs is leading the future of networking with access solutions for today, poised to deliver services for the future.Tellabs Mission, Vision & Values"
YMCA of South Hampton Roads,null
Texas Wesleyan University,null
University of North Carolina at Charlotte,null
West Chester University of Pennsylvania,null
"Solera, Inc.",null
